,"8,?,?,Lakewoodcity,1,0.19,0.33,0.02,0.9,0.12,0.17,0.34,0.47,0.29,0.32,0.2,1,0.37,0.72,0.34,0.6,0.29,0.15,0.43,0.39,0.4,0.39,0.32,0.27,0.27,0.36,0.41,0.08,0.19,0.1,0.18,0.48,0.27,0.68,0.23,0.41,0.25,0.52,0.68,0.4,0.75,0.75,0.35,0.55,0.59,0.61,0.56,0.74,0.76,0.04,0.14,0.03,0.24,0.27,0.37,0.39,0.07,0.07,0.08,0.08,0.89,0.06,0.14,0.13,0.33,0.39,0.28,0.55,0.09,0.51,0.5,0.21,0.71,0.52,0.05,0.26,0.65,0.14,0.06,0.22,0.19,0.18,0.36,0.35,0.38,0.34,0.38,0.46,0.25,0.04,0,0.12,0.42,0.5,0.51,0.64,0.03,0.13,0.96,0.17,0.06,0.18,0.44,0.13,0.94,0.93,0.03,0.07,0.1,0.07,0.02,0.57,0.29,0.12,0.26,0.2,0.06,0.04,0.9,0.5,0.32,0.14,0.2"
1559,"6,?,?,Tracycity,8,0.04,0.61,0.05,0.79,0.28,0.45,0.37,0.5,0.26,0.23,0,0,0.47,0.7,0.27,0.34,0.3,0.35,0.36,0.44,0.31,0.31,0.32,0.22,0.35,0.32,0.35,0.02,0.18,0.31,0.39,0.18,0.46,0.6,0.4,0.29,0.49,0.24,0.56,0.34,0.51,0.55,0.67,0.71,0.7,0.78,0.68,0.44,0.42,0.01,0.21,0.02,0.23,0.28,0.33,0.39,0.16,0.17,0.18,0.2,0.63,0.22,0.4,0.4,0.67,0.66,0.67,0.5,0.4,0.42,0.5,0.05,0.68,0.51,0.08,0.42,0.79,0.22,0.04,0.42,0.42,0.4,0.46,0.49,0.58,0.5,0.52,0.83,0.22,0.01,0,0.29,0.61,0.33,0.27,0.74,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.03,0.29,0.03,?,?,?,?,0,?,0.29"
1560,"34,31,73140,Totowaborough,8,0,0.59,0.02,0.96,0.08,0.05,0.33,0.41,0.28,0.66,0.02,1,0.57,0.6,0,0.68,0.68,0.16,0.65,0.57,0.44,0.43,0.04,0,0.47,0.47,0.52,0,0.07,0.59,0.56,0.25,0.2,0.42,0.48,0.32,0.29,0.4,0.18,0.48,0.18,0.18,0.51,0.85,0.77,1,0.82,0.28,0.48,0,0.03,0.01,0.1,0.17,0.15,0.15,0.09,0.13,0.1,0.1,0.65,0.15,0.22,0.24,0.54,0.57,0.34,0.83,0.02,0.36,0.5,0,0.9,0.8,0.07,1,0.31,0.01,0.13,0.52,0.49,0.49,0.61,0.6,0.68,0.65,0.34,0.32,0.53,0,0,0.37,0.78,0.94,0.87,0.87,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.01,0.21,0.12,?,?,?,?,0,?,0.08"
1561,"55,25,25950,Fitchburgcity,8,0.01,0.33,0.09,0.9,0.08,0.03,0.29,0.73,0.44,0.08,0.02,0.97,0.39,0.9,0.31,0.63,0.09,0.12,0.07,0.43,0.43,0.43,0.23,0.18,0.28,0.17,0.18,0.01,0.13,0.08,0.1,0.61,0.05,0.91,0.22,0.57,0.19,0.57,0.55,0.67,0.43,0.5,0.39,0.69,0.76,0.78,0.54,0.71,0.76,0,0.15,0,0.47,0.49,0.57,0.59,0.11,0.1,0.1,0.1,0.94,0.03,0.09,0.07,0.32,0.63,0.2,0.33,0.06,0.66,0,0.01,0.85,0.23,0,0.16,0.75,0.04,0.26,0.22,0.21,0.21,0.44,0.39,0.38,0.34,0.24,0.5,0.22,0,0,0.09,0.72,0.25,0.53,0.67,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.1,0.04,0.17,?,?,?,?,0,?,0.1"
1562,"12,?,?,FortMyerscity,8,0.06,0.35,0.63,0.45,0.05,0.14,0.4,0.53,0.35,0.5,0.07,0.99,0.17,0.43,0.16,0.34,0.58,0.43,0.4,0.19,0.25,0.35,0.15,0.16,0.22,0.17,0.26,0.08,0.55,0.4,0.55,0.25,0.38,0.45,0.08,0.41,0.39,0.31,0.93,0.55,0.81,0.9,0.46,0.15,0.12,0.16,0.26,0.62,0.65,0.09,0.91,0.01,0.29,0.39,0.51,0.59,0.09,0.11,0.13,0.14,0.84,0.13,0.42,0.31,0.34,0.33,0.41,0.25,0.37,0.79,0,0.17,0.35,0.28,0.5,0.38,0.71,0.67,0.18,0.1,0.1,0.13,0.27,0.31,0.35,0.32,0.55,0.39,0.32,0.05,0.17,0.13,0.34,0.33,0.54,0.41,0.02,0.26,0.97,0.32,0.03,0.22,0.29,0.26,0.36,0.91,0.13,0.02,0,0.1,0.05,0.5,0.21,0.06,0.17,0.11,0.01,0.02,0.85,0.5,1,0.19,1"
1563,"34,17,77930,Weehawkentownship,8,0,0.33,0.09,0.75,0.16,0.77,0.28,0.54,0.29,0.4,0.02,1,0.38,0.6,0.05,0.48,0.41,0.33,0.28,0.37,0.42,0.44,0.33,0.29,0.32,0.32,0.39,0.01,0.24,0.52,0.51,0.44,0.54,0.58,0.42,0.29,0.47,0.49,0.43,0.68,0.48,0.48,0.47,0.53,0.54,0.84,0.63,0.43,0.34,0.01,0.46,0.03,0.26,0.34,0.37,0.45,0.72,0.81,0.82,0.91,0.01,0.97,0.3,0.24,0.37,0.49,0.38,0.13,0.33,0.75,0,0.03,0.61,0.13,0.13,0.71,0,0.29,0.31,0.5,0.57,0.61,0.37,0.43,0.64,0.4,0.32,0.71,1,0.01,0,1,0.31,0.59,0.61,0.45,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,1,1,?,?,?,?,0,?,0.24"
1564,"48,?,?,CedarHillcity,8,0.02,0.64,0.28,0.7,0.11,0.15,0.39,0.5,0.23,0.09,0.03,1,0.49,0.9,0.16,0.45,0.11,0.1,0.14,0.44,0.34,0.35,0.34,0.04,0.23,0.4,0.4,0.01,0.08,0.14,0.22,0.45,0.18,0.81,0.37,0.41,0.25,0.51,0.33,0.2,0.46,0.41,0.61,0.81,0.81,0.84,0.73,0.73,0.74,0,0.03,0,0.31,0.35,0.52,0.61,0.07,0.07,0.09,0.1,0.87,0.08,0.21,0.24,0.69,0.67,0.64,0.77,0.15,0.2,0.5,0.02,0.74,0.77,0.05,0.27,0.94,0.08,0.15,0.18,0.17,0.15,0.43,0.42,0.44,0.49,0.52,0.66,0.51,0,0,0.09,0.64,0.21,0.58,0.63,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.1,0.05,0.06,?,?,?,?,0,?,0.04"
1565,"48,?,?,Lubbockcity,8,0.28,0.46,0.17,0.66,0.09,0.42,0.6,0.7,0.58,0.3,0.29,1,0.21,0.64,0.8,0.39,0.35,0.3,0.27,0.25,0.24,0.29,0.17,0.2,0.23,0.18,0.21,0.32,0.52,0.39,0.42,0.41,0.41,0.5,0.15,0.68,0.3,0.44,0.44,0.54,0.52,0.5,0.52,0.63,0.59,0.7,0.62,0.5,0.52,0.09,0.24,0.04,0.56,0.53,0.59,0.6,0.13,0.11,0.11,0.1,0.64,0.17,0.32,0.27,0.44,0.52,0.37,0.48,0.3,0.56,0,0.46,0.53,0.45,0.34,0.43,0.6,0.47,0.3,0.08,0.09,0.09,0.21,0.24,0.27,0.23,0.7,0.38,0.35,0.01,0.06,0.09,0.77,0.42,0.55,0.75,0.05,0.13,0.93,0.18,0.07,0.13,0.3,0.13,0.78,0.8,0.03,0.3,0,0.22,0.05,0.57,0.25,0.3,0.15,0.05,0.32,0.05,0.88,1,0.48,0.1,0.27"
1566,"22,?,?,Kennercity,8,0.1,0.55,0.35,0.66,0.1,0.18,0.47,0.54,0.33,0.18,0.11,1,0.31,0.75,0.19,0.36,0.23,0.27,0.25,0.3,0.26,0.3,0.19,0.11,0.3,0.26,0.34,0.09,0.37,0.3,0.38,0.33,0.44,0.6,0.17,0.36,0.27,0.42,0.55,0.41,0.63,0.62,0.66,0.6,0.58,0.65,0.57,0.54,0.48,0.05,0.34,0.04,0.24,0.24,0.37,0.45,0.13,0.12,0.16,0.18,0.78,0.11,0.36,0.34,0.6,0.7,0.46,0.54,0.26,0.43,0.5,0.12,0.67,0.5,0.81,0.45,0.75,0.26,0.18,0.15,0.14,0.15,0.28,0.27,0.28,0.32,0.51,0.5,0.25,0,0.04,0.23,0.74,0.58,0.71,0.76,0.01,0.14,0.98,0.17,0.02,0.14,0.32,0.14,0.74,0.84,0.26,0,0,0.18,0.02,0.5,0.42,0.04,0.4,0.12,0.11,0,0.74,0,0.53,0.04,0.5"
1567,"56,?,?,Sheridancity,8,0.01,0.29,0,0.97,0.03,0.04,0.4,0.36,0.22,0.55,0,0,0.2,0.41,0.57,0.49,0.61,0.3,0.52,0.24,0.24,0.24,0.08,0.1,0.13,0.2,0.25,0.01,0.28,0.29,0.34,0.26,0.35,0.45,0.1,0.61,0.39,0.33,0.73,0.28,0.62,0.69,0.38,0.55,0.65,0.6,0.62,0.7,0.7,0,0.14,0,0.14,0.18,0.17,0.3,0.02,0.02,0.02,0.03,0.95,0.05,0.16,0.13,0.3,0.34,0.25,0.6,0.08,0.61,0,0.03,0.61,0.58,0.1,0.46,0.4,0.25,0.48,0.08,0.08,0.08,0.14,0.15,0.17,0.17,0.47,0.34,0.42,0,0,0.05,0.45,0.49,0.63,0.57,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.02,0.15,0,?,?,?,?,0,?,0.06"
1568,"6,?,?,Montebellocity,8,0.08,0.72,0.02,0.19,0.93,1,0.47,0.58,0.4,0.38,0.09,1,0.33,0.53,0.14,0.31,0.48,0.67,0.35,0.3,0.24,0.24,0.39,0.17,0.41,0.3,0.36,0.07,0.36,0.7,0.69,0.22,0.42,0.42,0.49,0.3,0.55,0.31,0.41,0.6,0.54,0.5,0.81,0.47,0.44,0.56,0.44,0.32,0.2,0.06,0.48,0.16,0.41,0.45,0.46,0.52,1,1,1,1,0,1,0.79,0.77,0.78,0.75,0.8,0.33,1,0.73,0,0.03,0.91,0.36,0.17,0.3,0.48,0.18,0.4,0.53,0.56,0.59,0.56,0.55,0.59,0.53,0.78,0.56,0.12,0,0,1,0.46,0.6,0.83,0.71,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.02,0.6,0.33,?,?,?,?,0,?,0.53"
1569,"1,?,?,Jaspercity,8,0.01,0.37,0.28,0.77,0.02,0.01,0.39,0.37,0.23,0.62,0,0,0.18,0.23,0.36,0.38,0.73,0.41,0.53,0.26,0.26,0.26,0.24,0,0.07,0,0.07,0.02,0.43,0.48,0.62,0.26,0.32,0.23,0.25,0.49,0.5,0.4,0.54,0.24,0.52,0.56,0.4,0.62,0.56,0.53,0.69,0.45,0.37,0.01,0.23,0,0.65,0.48,0.45,0.43,0.03,0.02,0.02,0.02,0.98,0.03,0.15,0.15,0.36,0.37,0.34,0.63,0.1,0.48,0.5,0.02,0.69,0.62,0.08,0.58,0.58,0.48,0.53,0.08,0.09,0.11,0.03,0.1,0.11,0.15,0.54,0.13,0.46,0,0,0.02,0.87,0.62,0.79,0.84,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.06,0.05,0.03,?,?,?,?,0,?,0.53"
1570,"40,?,?,Edmondcity,8,0.07,0.51,0.06,0.88,0.12,0.03,0.48,0.52,0.34,0.18,0.08,0.98,0.43,0.74,0.53,0.57,0.23,0.12,0.3,0.44,0.41,0.42,0.2,0.21,0.23,0.36,0.33,0.03,0.18,0.08,0.14,0.71,0.2,0.69,0.14,0.58,0.16,0.67,0.31,0.33,0.42,0.38,0.5,0.77,0.81,0.78,0.7,0.42,0.49,0.01,0.09,0.01,0.76,0.89,0.85,0.76,0.16,0.17,0.15,0.12,0.92,0.03,0.12,0.13,0.52,0.58,0.38,0.66,0.09,0.31,0.5,0.1,0.64,0.62,0.03,0.49,0.81,0.13,0.11,0.15,0.16,0.2,0.23,0.26,0.31,0.29,0.48,0.41,0.28,0,0,0.09,0.56,0.4,0.53,0.55,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.25,0.05,0.02,?,?,?,?,0,?,0.07"
1571,"55,27,5900,BeaverDamcity,8,0.01,0.34,0,0.98,0.03,0.02,0.36,0.4,0.22,0.6,0,0,0.24,0.51,0.26,0.65,0.61,0.28,0.52,0.26,0.24,0.23,1,0.25,0.24,0.16,0.16,0.01,0.18,0.42,0.41,0.22,0.23,0.51,0.71,0.36,0.75,0.24,0.42,0.3,0.39,0.42,0.42,0.7,0.74,0.72,0.7,0.77,0.74,0,0.14,0,0.21,0.15,0.19,0.26,0.01,0.01,0.01,0.01,0.95,0.02,0.14,0.13,0.36,0.46,0.22,0.62,0.05,0.44,0.5,0.01,0.86,0.56,0,0.39,0.17,0.1,0.25,0.09,0.07,0.07,0.21,0.22,0.24,0.24,0.33,0.42,0.69,0,0,0.03,0.91,0.59,0.78,0.84,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.01,0.25,0.01,?,?,?,?,0,?,0.11"
1572,"53,?,?,Kelsocity,8,0,0.39,0.01,0.92,0.07,0.06,0.47,0.51,0.34,0.39,0.02,1,0.2,0.45,0,0.31,0.45,0.67,0.47,0.22,0.19,0.18,0.22,0.15,0.05,0.29,0.31,0.02,0.54,0.34,0.47,0.12,0.69,0.31,0.56,0.3,0.71,0.19,0.88,0.37,0.84,0.89,0.42,0.41,0.44,0.23,0.48,0.14,0.11,0.01,0.44,0,0.31,0.57,0.49,0.5,0.07,0.11,0.08,0.08,0.92,0.08,0.22,0.2,0.4,0.38,0.44,0.4,0.24,0.62,0,0.01,0.82,0.42,0.49,0.53,0.29,0.51,0.83,0.07,0.07,0.07,0.16,0.18,0.18,0.15,0.41,0.11,0.26,0,0,0.09,0.52,0.45,0.65,0.61,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.02,0.13,0.02,?,?,?,?,0,?,0.31"
1573,"35,?,?,Roswellcity,8,0.06,0.49,0.05,0.72,0.04,0.68,0.5,0.47,0.32,0.53,0,0,0.17,0.35,0.56,0.37,0.63,0.51,0.54,0.17,0.19,0.22,0.12,0.1,0.2,0.18,0.21,0.08,0.57,0.5,0.53,0.23,0.4,0.31,0.36,0.45,0.52,0.36,0.57,0.35,0.63,0.63,0.53,0.52,0.48,0.48,0.59,0.44,0.44,0.03,0.26,0.02,0.22,0.28,0.39,0.43,0.1,0.11,0.14,0.14,0.54,0.27,0.38,0.36,0.5,0.47,0.55,0.61,0.32,0.47,0.5,0.11,0.53,0.63,0.42,0.78,0.46,0.68,0.26,0.05,0.05,0.07,0.15,0.19,0.2,0.19,0.62,0.34,0.37,0.01,0,0.19,0.47,0.51,0.62,0.56,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.08,0.13,0,?,?,?,?,0,?,0.34"
1574,"51,550,16000,Chesapeakecity,8,0.23,0.58,0.53,0.55,0.08,0.02,0.43,0.5,0.29,0.25,0.23,0.96,0.4,0.73,0.2,0.36,0.3,0.24,0.6,0.37,0.3,0.33,0.27,0.33,0.23,0.37,0.45,0.12,0.23,0.27,0.39,0.26,0.23,0.63,0.32,0.37,0.34,0.41,0.48,0.33,0.48,0.49,0.56,0.67,0.62,0.68,0.6,0.6,0.64,0.1,0.33,0.02,0.25,0.27,0.3,0.33,0.03,0.03,0.03,0.03,0.95,0.03,0.25,0.27,0.61,0.6,0.57,0.69,0.13,0.31,0.5,0.2,0.73,0.69,0.61,0.39,0.75,0.25,0.25,0.19,0.19,0.19,0.3,0.34,0.37,0.37,0.51,0.62,0.42,0,0,0.05,0.58,0.48,0.44,0.61,0.04,0.12,0.95,0.15,0.06,0.13,0.31,0.12,0.62,0.82,0.27,0.01,0.07,0.2,0.04,0.36,0.03,0.99,0.04,0.06,0.24,0.02,0.71,1,0.47,0.05,0.18"
1575,"6,?,?,RanchoCucamongacity,8,0.15,0.62,0.11,0.68,0.33,0.37,0.46,0.53,0.31,0.13,0.16,1,0.57,0.8,0.24,0.38,0.17,0.21,0.27,0.54,0.41,0.43,0.39,0.32,0.36,0.38,0.43,0.05,0.13,0.15,0.22,0.33,0.28,0.69,0.41,0.3,0.3,0.48,0.43,0.37,0.51,0.49,0.69,0.75,0.76,0.82,0.7,0.41,0.41,0.03,0.14,0.08,0.28,0.39,0.44,0.49,0.22,0.26,0.27,0.28,0.68,0.17,0.38,0.39,0.69,0.74,0.53,0.68,0.25,0.34,0.5,0.14,0.7,0.65,0.07,0.14,0.9,0.08,0.09,0.47,0.47,0.51,0.67,0.63,0.75,0.64,0.6,0.81,0.24,0,0.08,0.33,0.55,0.29,0.35,0.69,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.11,0.22,0.03,?,?,?,?,0,?,0.14"
1576,"16,?,?,IdahoFallscity,8,0.05,0.48,0.01,0.93,0.07,0.08,0.49,0.51,0.31,0.32,0.07,1,0.3,0.68,0.44,0.51,0.36,0.23,0.4,0.31,0.27,0.26,0.3,0.16,0.35,0.21,0.22,0.04,0.27,0.17,0.26,0.41,0.27,0.59,0.19,0.68,0.29,0.59,0.49,0.33,0.5,0.51,0.6,0.73,0.78,0.77,0.72,0.44,0.5,0.01,0.08,0.01,0.21,0.34,0.5,0.47,0.04,0.05,0.07,0.06,0.92,0.06,0.49,0.44,0.52,0.6,0.38,0.62,0.15,0.46,0.5,0.04,0.82,0.58,0.17,0.41,0.5,0.29,0.08,0.11,0.11,0.12,0.19,0.21,0.23,0.21,0.29,0.17,0.21,0.02,0,0.07,0.55,0.49,0.57,0.47,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.04,0.25,0.95,?,?,?,?,0,?,0.14"
1577,"55,45,53750,Monroecity,8,0,0.27,0,1,0.02,0,0.34,0.4,0.23,0.58,0,0,0.25,0.53,0.64,0.65,0.61,0.27,0.31,0.28,0.33,0.31,0.09,0.11,0,0,0.28,0.01,0.16,0.39,0.36,0.22,0.22,0.61,0.59,0.46,0.61,0.32,0.54,0.31,0.47,0.52,0.36,0.64,0.72,0.7,0.65,0.89,0.91,0,0.09,0,0,0,0,0,0,0,0,0,0.94,0.03,0.13,0.11,0.29,0.37,0.17,0.62,0.03,0.48,0.5,0.01,0.89,0.56,0,0.41,0.44,0.12,0.07,0.11,0.09,0.08,0.2,0.2,0.19,0.19,0.33,0.49,0.42,0.01,0,0.04,0.8,0.61,0.76,0.79,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.01,0.21,0,?,?,?,?,0,?,0.03"
1578,"9,11,80280,Waterfordtown,8,0.01,0.4,0.04,0.94,0.08,0.03,0.28,0.34,0.21,0.61,0.03,0.92,0.54,0.56,0.22,0.73,0.57,0.12,0.82,0.52,0.49,0.48,0.34,0.06,0.58,0.99,0.89,0,0.07,0.25,0.3,0.35,0.24,0.5,0.48,0.52,0.26,0.54,0.37,0.35,0.33,0.36,0.36,0.78,0.75,0.93,0.74,0.55,0.51,0,0.09,0.01,0.05,0.06,0.12,0.13,0.02,0.02,0.03,0.04,0.9,0.03,0.14,0.14,0.4,0.39,0.32,0.85,0.03,0.33,0.5,0.02,0.8,0.84,0.23,0.7,0.38,0.02,0.11,0.4,0.4,0.41,0.49,0.54,0.63,0.57,0.4,0.45,0.25,0.01,0,0.15,0.63,0.77,0.85,0.81,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.09,0.04,0.04,?,?,?,?,0,?,0.14"
1579,"12,?,?,HainesCitycity,8,0,0.49,0.77,0.36,0.01,0.15,0.4,0.45,0.27,0.61,0,0,0.14,0.41,0.35,0.24,0.73,0.38,0.49,0.12,0.13,0.19,0.16,0,0.16,0.13,0.14,0.02,0.55,0.78,0.83,0.11,0.93,0.28,0.12,0.22,0.57,0.16,0.64,0.36,0.62,0.65,0.51,0.27,0.23,0.34,0.33,0.52,0.52,0.02,0.63,0,0.24,0.41,0.5,0.58,0.08,0.11,0.12,0.13,0.87,0.13,0.44,0.42,0.53,0.42,0.68,0.45,0.37,0.63,0,0.04,0.28,0.52,0.14,0.46,0.71,0.98,0.07,0.06,0.05,0.05,0.09,0.14,0.16,0.17,0.5,0.29,0.5,0,0,0.13,0.44,0.57,0.73,0.64,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.02,0.12,0.1,?,?,?,?,0,?,0.45"
1580,"39,49,6278,Bexleycity,8,0,0.49,0.07,0.94,0.04,0.01,0.59,0.47,0.41,0.42,0.02,1,0.6,0.56,0.3,0.84,0.44,0.05,0.41,0.67,0.81,0.81,0.31,0.68,0.21,0.65,0.45,0.01,0.13,0.03,0.05,0.96,0.1,0.6,0.16,0.86,0.1,0.87,0.16,0.46,0.31,0.26,0.48,0.79,0.86,0.8,0.73,0.59,0.63,0,0.07,0,0.35,0.41,0.38,0.36,0.11,0.11,0.09,0.08,0.9,0.01,0.13,0.13,0.45,0.51,0.23,0.79,0.03,0.23,0.5,0.01,0.85,0.74,0.11,0.46,0.06,0.01,0,0.26,0.28,0.38,0.33,0.35,0.41,0.36,0.38,0.25,0.39,0,0,0.13,0.7,0.63,0.67,0.71,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0,0.45,0.16,?,?,?,?,0,?,0.12"
1581,"35,?,?,Gallupcity,8,0.01,0.67,0.02,0.23,0.07,0.64,0.46,0.49,0.27,0.21,0,0,0.25,0.69,0.28,0.28,0.27,0.4,0.23,0.23,0.18,0.28,0.6,0.11,0.42,0.25,0.28,0.04,0.61,0.38,0.43,0.25,0.35,0.57,0.09,0.51,0.3,0.45,0.55,0.45,0.6,0.6,0.74,0.45,0.47,0.35,0.59,0.51,0.55,0.03,0.66,0.01,0.3,0.35,0.38,0.46,0.1,0.1,0.1,0.11,0.29,0.24,0.61,0.59,0.69,0.71,0.63,0.53,0.55,0.48,0.5,0.02,0.7,0.52,0.32,0.41,0.67,0.87,0.45,0.13,0.13,0.13,0.13,0.19,0.21,0.2,0.36,0.35,0.31,0.05,0.04,0.14,0.62,0.47,0.65,0.57,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.03,0.14,0.01,?,?,?,?,0,?,0.66"
1582,"40,?,?,BrokenArrowcity,8,0.08,0.62,0.06,0.88,0.06,0.04,0.44,0.47,0.22,0.13,0.09,1,0.43,0.82,0.36,0.48,0.18,0.14,0.23,0.39,0.3,0.29,0.22,0.23,0.26,0.34,0.33,0.03,0.16,0.11,0.15,0.39,0.19,0.73,0.33,0.41,0.27,0.48,0.29,0.19,0.39,0.36,0.61,0.83,0.86,0.87,0.78,0.49,0.5,0.01,0.08,0.01,0.23,0.3,0.34,0.44,0.03,0.04,0.04,0.05,0.94,0.02,0.19,0.22,0.68,0.66,0.63,0.71,0.1,0.17,0.5,0.06,0.78,0.71,0.12,0.6,0.81,0.13,0.14,0.14,0.12,0.12,0.28,0.32,0.35,0.36,0.4,0.42,0.19,0,0,0.06,0.47,0.41,0.52,0.5,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.12,0.12,0,?,?,?,?,0,?,0.07"
1583,"24,?,?,Laurelcity,8,0.02,0.24,0.27,0.69,0.31,0.05,0.18,0.65,0.3,0.19,0.03,1,0.53,0.9,0.04,0.56,0.14,0.09,0.28,0.52,0.57,0.58,0.49,0.22,0.37,0.38,0.52,0.01,0.08,0.12,0.21,0.59,0.07,0.96,0.17,0.45,0.17,0.65,0.72,0.56,0.71,0.74,0.31,0.58,0.61,0.76,0.55,0.78,0.81,0.01,0.46,0.01,0.36,0.43,0.5,0.62,0.18,0.19,0.2,0.22,0.86,0.07,0.11,0.08,0.26,0.28,0.28,0.42,0.13,0.62,0,0.02,0.79,0.42,0.08,0.19,0.79,0.1,0.05,0.31,0.28,0.26,0.62,0.56,0.62,0.54,0.36,0.63,0.15,0,0,0.21,0.26,0.15,0.26,0.27,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.01,0.51,0.25,?,?,?,?,0,?,0.26"
1584,"48,?,?,Missioncity,8,0.03,0.85,0,0.63,0.01,1,0.61,0.56,0.38,0.48,0.05,1,0.1,0.29,0.64,0.28,0.7,0.81,0.46,0.08,0.06,0.07,0.29,0.6,0.01,0.14,0.18,0.1,1,1,0.84,0.18,0.84,0.11,0.18,0.44,0.45,0.27,0.19,0.39,0.34,0.28,0.96,0.62,0.58,0.65,0.63,0.25,0.15,0.01,0.15,0.04,0.3,0.31,0.35,0.42,0.45,0.42,0.43,0.48,0,1,0.96,1,0.92,0.85,0.99,0.63,1,0.66,0,0.12,0.04,0.67,0.2,0.29,0.79,0.68,1,0.04,0.04,0.06,0,0.07,0.11,0.07,0.55,0.47,0.36,0,0,0.65,0.59,0.71,0.8,0.75,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.04,0.17,0.02,?,?,?,?,0,?,0.07"
1585,"55,117,72975,Sheboygancity,8,0.06,0.37,0,0.92,0.24,0.04,0.35,0.45,0.26,0.55,0.08,1,0.26,0.48,0.19,0.6,0.58,0.35,0.49,0.3,0.26,0.26,0.12,0.07,0.07,0.25,0.28,0.04,0.24,0.39,0.42,0.2,0.31,0.54,0.89,0.3,0.8,0.27,0.42,0.37,0.36,0.4,0.44,0.7,0.74,0.75,0.67,0.64,0.74,0.02,0.15,0.02,0.69,0.62,0.66,0.63,0.24,0.19,0.18,0.16,0.85,0.14,0.2,0.18,0.38,0.45,0.3,0.57,0.09,0.5,0.5,0.05,0.85,0.54,0.08,0.58,0.17,0.17,0.37,0.1,0.08,0.07,0.19,0.21,0.22,0.21,0.3,0.28,0.44,0.01,0,0.14,0.86,0.62,0.83,0.82,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.04,0.31,0.13,?,?,?,?,0,?,0.06"
1586,"47,?,?,JohnsonCitycity,8,0.06,0.36,0.11,0.9,0.04,0.01,0.52,0.56,0.48,0.51,0.08,1,0.19,0.45,0.3,0.42,0.55,0.41,0.45,0.26,0.27,0.27,0.2,0.15,0.2,0.19,0.34,0.07,0.45,0.47,0.5,0.41,0.41,0.37,0.44,0.55,0.39,0.47,0.61,0.46,0.53,0.59,0.34,0.57,0.58,0.56,0.58,0.37,0.36,0.02,0.16,0.01,0.64,0.63,0.56,0.5,0.07,0.06,0.05,0.04,0.97,0.02,0.12,0.1,0.29,0.37,0.23,0.51,0.06,0.57,0,0.08,0.71,0.47,0.87,0.44,0.56,0.55,0.14,0.09,0.1,0.12,0.12,0.15,0.18,0.15,0.45,0.23,0.26,0.03,0,0.04,0.63,0.49,0.54,0.59,0.01,0.2,0.98,0.23,0.01,0.13,0.2,0.2,0.89,0.97,0.04,0,0,0.03,0,0.43,0.09,0.09,0.13,0.05,0.09,0.01,0.63,0,0,0.12,0.1"
1587,"39,?,?,Greenvillecity,8,0,0.33,0.01,0.98,0.02,0.01,0.33,0.36,0.22,0.69,0,0,0.19,0.39,0.48,0.51,0.68,0.28,0.63,0.23,0.22,0.21,0.1,0.13,0.56,0.19,0.1,0.01,0.28,0.33,0.48,0.16,0.44,0.34,0.77,0.36,0.82,0.29,0.59,0.22,0.54,0.59,0.35,0.58,0.64,0.63,0.61,0.63,0.74,0,0.09,0,0.47,0.46,0.52,0.51,0.04,0.03,0.03,0.03,0.96,0.04,0.14,0.12,0.3,0.31,0.3,0.61,0.04,0.51,0.5,0.01,0.84,0.61,0.28,0.51,0.33,0.36,0.18,0.08,0.08,0.08,0.13,0.15,0.14,0.17,0.4,0.12,0.22,0,0,0.03,0.85,0.57,0.81,0.8,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,?,0.01,0.22,0.02,?,?,?,?,0,?,0.04"
